Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews,City,Country
Triomphe Belgian IPA,IPA - Belgian,Brewery Vivant,Brewery Vivant Triomphe Belgian IPA,Notes:,6.5,50,80,7,11,9,55,24,41,0,41,73,6,17,3.892857,4.047619,3.869048,3.880952,3.869048,42,Grand Rapids,USA
Hopus,IPA - Belgian,Brasserie Lefèbvre SA,Brasserie Lefèbvre SA Hopus,Notes:,8.3,50,80,9,22,20,39,38,38,0,39,56,21,39,3.595455,3.981818,3.681818,3.672727,3.727273,110,Rebecq,Belgium
Simcoe Silly,IPA - Belgian,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Simcoe Silly,"Notes:This Pale American Belgo style beer was 2010 GABF’s silver medal winner. It has notes of spicy pineapple, mango bubblegum aromas which comes from the unique marriage of a special Belgian yeast and an American Simcoe hop. This beer has an initial soft malt sweetness with orange fruitiness and finishes with a hoppy dryness.\t",9.0,50,80,14,64,36,61,82,76,1,111,73,35,44,3.914286,3.852381,3.833333,3.87619,3.842857,105,Clinton Twp,USA
White IPA,IPA - Belgian,Blue Point Brewing Company,Blue Point Brewing Company Blue Point IPA,Notes:,6.0,50,80,30,46,14,76,30,61,0,77,115,56,36,4.208333,3.875,3.833333,3.916667,3.958333,12,Patchogue,USA
White Birch Hooksett Ale,IPA - Belgian,White Birch Brewing,White Birch Brewing White Birch Hooksett Ale,"Notes:Inspired by our love of Belgian ales and hoppy West Coast ales. We bring Cascade and Columbus hops together with our house yeast for a smooth Belgian style hopfest. Best when fresh, this beer is not intended for aging.\t",7.7,50,80,22,44,17,62,66,55,2,70,79,26,60,3.989362,4.106383,3.787234,3.893617,3.968085,47,Hooksett,USA
Aldebaran,IPA - Belgian,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Aldebaran,"Notes:A very hoppy citrus nose leads this beer, with low malt and high hops in flavor. The Belgian yeast leaves the palate creamy instead of dry. This is an awe-some beer for Belgian and hop fans alike.\t",10.25,50,80,29,76,77,89,145,77,0,111,132,58,100,4.142857,4.083333,4.059524,4.142857,4.047619,42,Clinton Twp,USA
Yakima Glory,IPA - Black / Cascadian Dark Ale,Victory Brewing Company,Victory Brewing Company Yakima Glory,"Notes:According to the brewery's website: ""A dark IPA"".Available November to January.\t",8.7,50,70,10,54,17,103,52,43,0,61,103,10,85,3.911852,4.122963,3.945926,3.985185,3.877037,675,Downingtown,PA
Hop In The Dark Cascadian Dark Ale,IPA - Black / Cascadian Dark Ale,Deschutes Brewery,Deschutes Brewery Hop In The Dark Cascadian Dark Ale,"Notes:An India Black Ale.Available - May to SeptemberAlc. by Vol. - 6.5% (2010), 6.9% (2011)IBUs - 75\t",6.9,50,70,15,82,17,144,58,64,0,86,133,12,115,4.02599,4.147277,3.939356,4.101485,4.033416,404,Bend,OR
Reserve Special Black Ale,IPA - Black / Cascadian Dark Ale,Dark Horse Brewing Company,Dark Horse Brewing Company Dark Horse Reserve Special Black Bier Ale,"Notes:Conceived in a dimly lit room on a blistery cold night in the Upper Peninsula of Michigan, but born and raised here in Marshall Michigan. The Reserve Special is the oldest of all beers in the Dark Horse family. It has an incredibly “thick” presence and when poured into a glass its color is so dark it’s eerie. The flavors explode onto your taste buds with heavy malt, roast, and chocolate, but stay very balanced. The Reserve Special Black Ale has a hard time being called a stout or porter but it fits nicely into the category of a delicious strong black ale.\t",7.5,50,70,14,63,7,68,44,7,0,13,53,9,101,3.980962,4.131263,3.936874,4.058116,3.931864,499,Marshall,USA
Pitch Black IPA,IPA - Black / Cascadian Dark Ale,Widmer Brothers Brewing Company,Widmer Brothers Brewing Company Pitch Black IPA,"Notes:Originally brewed as a 2010 one-time release called W'10, now a seasonal called simply 'Pitch Black IPA'availability: January - Aprilbitterness: 65 IBUalcohol by volume: 6.5%original gravity: 16° PLATOMalts:Two Row Pale, Caramel 10 L, Special Roast, Carafa Special IIHops:Bittering: AlchemyAroma: Alchemy, CascadesDry Hop: Cascade T-45\t",6.5,50,70,11,45,12,84,29,18,0,15,93,8,73,3.761044,3.965863,3.761044,3.807229,3.845382,249,Portland,USA
Heavy Seas Black Cannon,IPA - Black / Cascadian Dark Ale,Heavy Seas Beer,Heavy Seas Beer Heavy Seas Black Cannon,Notes:,7.25,50,70,20,94,23,145,71,42,0,70,140,11,121,3.768293,4.004065,3.841463,3.934959,3.861789,123,Halethorpe,USA
Anger,IPA - Black / Cascadian Dark Ale,Greenbush Brewing Company,Greenbush Brewing Company Anger,Notes:,7.6,50,70,7,45,11,79,29,27,0,25,86,3,61,4.25,4.0,3.9375,4.4375,4.375,8,Sawyer,USA
Black Racer,IPA - Black / Cascadian Dark Ale,Bear Republic Brewing Co.,Bear Republic Brewing Co. Black Racer,Notes:Black Racer™ blends Bear Republic's love of hops with the Pacific Northwest's appreciation for dark ales. Our pit crew brews this award winning ale which boldly defines a new frontier of flavors and always maintains pole position. Race to the Dark Side™.Bronze 2011 Great American Beer Festival American-Style Black AleGold 2012 World Beer Cup American-Style Black Ale\t,8.1,50,70,17,86,11,148,65,43,0,54,142,14,134,3.666667,3.666667,3.666667,4.0,4.166667,3,Cloverdale,USA
Hop Strike Black IPA,IPA - Black / Cascadian Dark Ale,Tommyknocker Brewery,Tommyknocker Brewery Hop Strike Black IPA,Notes:Hop Strike is a dry hopped black rye IPA. The beer is characterized by an intermingling of spicy citrus hops and chocolate malt. Substantial 78 IBUs are balanced by roasted rye resulting in a nice depth of malt character and deep color.\t,6.5,50,70,22,75,11,101,44,19,1,23,115,18,126,3.819444,4.038194,3.791667,3.881944,3.902778,144,Idaho Springs,USA
Toxic Sludge,IPA - Black / Cascadian Dark Ale,Blue Point Brewing Company,Blue Point Brewing Company Blue Point Toxic Sludge,"Notes:While birds of a feather stick together, their wings should not. We blew our cap seeing images of oilslick seabirds and thinking about what may happen to more of our fine, feathered-friends as they migrate south this fall, so we hatched this flighty idea for a specialty brew called 'Toxic Sludge'.All of the proceeds will benefit Tri-State Bird Rescue & Research's ""Spreading Our Wings"" campaign and their efforts to build a Wildlife Response Annex. To learn more, please visit: www.tristatebird.orgIn times of crisis (like this) we figure you can either hibernate or participate.Try this tasty, dry-hopped black IPA. It's as smooth as water off a duck's back. So everytime you drink one, please let out a loud squawk in honor of our beautiful, beaked brethen.We hope you can dig deep in your hearts (and pockets) to help support the effort.Be Well,Mark & Pete\t",7.0,50,70,22,64,20,120,59,17,4,22,147,5,109,3.785714,4.054945,3.862637,3.824176,3.862637,91,Patchogue,USA
James Black Ale,IPA - Black / Cascadian Dark Ale,Hill Farmstead Brewery,Hill Farmstead Brewery James Black Ale,"Notes:James was our Uncle (Edward James Hill Jr.). Hill Farmstead Brewery rests upon the land that was once home to him and his four siblings. In his honor, this Black Ale is dutifully crafted from American and German malted barley, American hops, our ale yeast, and water from James’ well. It is unfiltered, naturally carbonated, and dry hopped. Roasty and smooth, with accents of chocolate and a balanced hoppy finish, this is the ale that I dream to have shared with James.Pale and Caramel Malt; Roasted Barley; Centennial and Columbus hops; Ale Yeast, and our Well Water.\t",6.8,50,70,25,72,7,113,51,44,0,57,123,3,90,4.289474,4.078947,4.131579,4.315789,4.236842,19,Greensboro Bend,USA
Damien,IPA - Black / Cascadian Dark Ale,Surly Brewing Company,Surly Brewing Company Damien,"Notes:From the blackest depths of the brewhouse comes Damien, Child of Darkness. Spawned from the usually discarded remnants of Darkness, Damien is a dry-hopped black ale with flavors of roasted malt and dark brown sugar. Tangerine and pine aromatics only add to its insidious appeal.\t",6.5,50,70,16,63,13,90,65,21,0,35,78,16,84,4.145833,3.916667,3.708333,4.104167,4.0625,24,Minneapolis,USA
Widow Maker Black Ale,IPA - Black / Cascadian Dark Ale,Keweenaw Brewing Company,Keweenaw Brewing Company Widow Maker Black Ale,"Notes:Don't let its looks deceive you. Clean and smooth, easy on the hops and easy on the palate; this light bodied ale has a surprising depth of malt flavors with pleasant hints of a smoky molasses.\t",5.2,50,70,12,42,4,31,24,14,0,2,23,8,64,3.264706,3.735294,3.352941,3.333333,3.617647,51,Houghton,USA
Black Hatter,IPA - Black / Cascadian Dark Ale,New Holland Brewing Company,New Holland Brewing Company New Holland Black Hatter,Notes:,5.5,50,70,15,69,23,113,63,70,0,77,142,8,104,3.657407,4.0,3.62037,3.657407,3.675926,54,Holland,USA
B-Craft Black,IPA - Black / Cascadian Dark Ale,Arcadia Brewing Company,Arcadia Brewing Company Arcadia B-Craft Black IPA,"Notes:Massive in every way, B-Craft delivers a complex bundle of flavors with citrus-hop aroma. Moving beyond the massive hop aroma, rich roasted malt flavors of coffee and chocolate move forward only to be checked by an impressive hop bitterness. Texture and flavor dance together so seamlessly that you may need to remind yourself that, while it drinks like a session, it delivers like an assassin.\t",8.5,50,70,6,57,22,89,49,34,0,40,98,9,90,3.958333,4.125,4.041667,4.25,4.041667,12,AB T5H 0W7,Canada
Black Perle Dark India Pale Ale,IPA - Black / Cascadian Dark Ale,RJ Rockers Brewing Company,RJ Rockers Brewing Company Black Perle,"Notes:The first release in the ""Ales from the Dark Side"" series...A dark, roasted twist on the traditional IPA that uses an absurd amount of malt and is ""octo-hopped"" with the German Perle hop. The biggest beer in the RJ Rockers linup to date.\t",9.5,50,70,8,87,25,114,70,16,0,18,105,18,111,3.75,3.9,3.8625,3.91875,3.875,80,Spartanburg,USA
NetherWorld Cascadian Dark Ale,IPA - Black / Cascadian Dark Ale,Flying Monkeys Craft Brewery,Flying Monkeys Craft Brewery Flying Monkeys Netherworld Cascadian Dark Ale,Notes:Formerly known as Flying Monkeys Netherworld India Pale Porter.35 IBU\t,6.0,50,70,30,72,8,124,46,41,0,53,115,13,111,3.842105,4.017544,3.701754,3.807018,3.921053,57,ON L4M 1A6,Canada
Foster,IPA - Black / Cascadian Dark Ale,Hill Farmstead Brewery,Hill Farmstead Brewery Foster,"Notes:Foster is our Black Wheat IPA, brewed with a large percentage of malted wheat and hopped with our favorite American hop varieties.\t",6.5,50,70,23,70,5,106,34,29,0,31,123,6,112,4.166667,4.055556,4.194444,4.361111,4.361111,18,Greensboro Bend,USA
East India Pale Ale,IPA - English,Brooklyn Brewery,Brooklyn Brewery Brooklyn East India Pale Ale,"Notes:Plenty of IPAs will promise you the moon and the stars, looking to seduce you with words of smashing bitterness and hops everlasting. Actually, we're not here to ""blow you away with a lupulin cannon,"" or ""peel the enamel off your teeth."" East IPA is a clean, drinkable IPA that's packed with flavor and offers a bold balance, not a smack in the head. American hops soar in the bright piney aroma, while East Kent Goldings hops bring the taste of stone fruits and firm bitterness from IPA's ancestral British home. Give our East IPA a try with some rich crab cakes or salmon, strike up a conversation with farmhouse cheddars, and find harmony alongside spicy dishes. East IPA's blend of tradition and exuberance sets the standard for hop-driven deliciousness.\t",6.9,35,60,20,33,10,73,28,35,2,36,92,8,53,3.604503,3.688799,3.622979,3.643764,3.717667,866,Brooklyn,USA
India AleSamuel Smith Old Brewery (Tadcaster),IPA - English,Samuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster) Samuel Smith's India Ale,Notes:,5.0,35,60,21,30,6,53,42,28,1,33,86,12,53,3.596692,3.903308,3.749364,3.73855,3.868957,786,Tadcaster LS24 9SB,United Kingdom
Blackheart,IPA - English,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Blackheart,"Notes:A throwback historical ale brewed when English IPA's were hopped up to last the long voyage from England to Colonial troops in India, using English malts, English hops, English yeast and aged slightly on toasted oak for a 19th century taste.78 IBU\t",8.5,35,60,18,50,22,80,42,58,1,57,119,15,77,4.024561,4.096491,4.057895,4.133333,4.012281,285,Munster,USA
Fuggles IPA,IPA - English,Shipyard Brewing Co.,Shipyard Brewing Co. Fuggles IPA,"Notes:Fuggles is a single-hopped, dry, crisp ale that is wonderfully balanced and deceptively smooth.\t",5.8,35,60,29,51,10,85,53,74,3,73,136,11,69,3.166667,3.833333,2.75,3.166667,3.166667,6,Portland,USA
HopFish IPA,IPA - English,Flying Fish Brewing Company,Flying Fish Brewing Company HopFish IPA,"Notes:The Hopfish -- a brilliant little thing. Catch one, and reminisce about the classic days of IPAs fortified by multiple additions of hops, and balanced with the residual sweetness of caramel malts. The Hopfish is always ready to take on the harsh conditions of the even changing beer world.\t",6.2,35,60,9,30,5,62,48,29,2,44,104,5,79,3.508021,3.716578,3.628342,3.585561,3.772727,187,Somerdale,USA
Lost Sailor India Pale Ale,IPA - English,Berkshire Brewing Company Inc.,Berkshire Brewing Company Inc. Lost Sailor India Pale Ale,"Notes:You don’t need a compass to find your way to our flagship India Pale Ale. This classic British-inspired IPA boasts a well-rounded malt profile, complex floral and citrus aromas, and generous Goldings dry hopping. Well balanced between malt sweetness and hop bitterness.\t",5.8,35,60,11,32,4,61,52,21,1,25,85,1,51,3.784539,3.932566,3.879934,3.939145,4.098684,304,South Deerfield,USA
IPA,IPA - English,Arcadia Brewing Company,Arcadia Brewing Company Arcadia IPA,"Notes:Dry-hopped with Columbus hops in our open fermenters, our IPA boasts a bright floral aroma and flavor reminiscent of pine and lemon peel. The pronounced hop bitterness is balanced by a medium-bodied caramel and biscuity malt character with a nutty finish. It showcases many subtle earthy bitter notes, rather than the resinous citrus-rind bite often featured in many American-style IPA's.1060 OG; 41 IBU\t",6.0,35,60,16,48,13,92,45,73,1,90,137,9,90,3.592988,3.753049,3.532012,3.560976,3.592988,328,AB T5H 0W7,Canada
India Pale Ale,IPA - English,Meantime Brewing Company Limited,Meantime Brewing Company Limited India Pale Ale,Notes:,7.5,35,60,16,42,9,62,70,55,1,73,99,11,84,3.847756,4.097756,3.956731,4.016026,4.028846,312,London SE10 0AR,United Kingdom
India Pale Ale,IPA - English,Green Man Brewery,Green Man Brewery Green Man India Pale Ale,"Notes:Green Man India Pale Ale is delectably hoppy with a properly balanced body. Generous hop additions give it a wonderful bitterness and pleasant floral nose, while our combination of traditional British malts creates a rich, satisfying flavor and alluring copper color. This authentic English-style IPA is our flagship ale.\t",6.2,35,60,20,35,5,74,15,27,0,30,115,6,50,3.457143,3.857143,3.714286,3.628571,3.728571,35,Asheville,USA
Naughty 90,IPA - English,Toppling Goliath Brewing Company,Toppling Goliath Brewing Company Naughty 90,"Notes:Our Naughty 90 Oaked IPA was inspired by ocean bound, oak barreled brews of the 1800’s. Packed with hops on a 90-minute schedule, uniquely malted, then aged on a bed of oak, this IPA delivers a taste that is both innovative and timeless.100+ IBU\t",8.0,35,60,17,40,21,57,54,24,0,33,73,29,102,4.375,4.625,4.625,4.75,4.5,4,Decorah,USA
ImPaled Ale,IPA - English,"Middle Ages Brewing Co., Ltd.","Middle Ages Brewing Co., Ltd. ImPaled Ale",Notes:,6.5,35,60,33,51,17,79,67,58,0,63,102,3,83,3.727488,3.966825,3.763033,3.800948,3.808057,211,Syracuse,USA
India Pale Ale,IPA - English,St. Peter's Brewery Co Ltd,St. Peter's Brewery Co Ltd St. Peter's India Pale Ale,"Notes:This ale is traditionally highly hopped and robust to survive the long voyage to the Indian sub-continent. The result is a full-bodied Pale Ale with a zesty character. Dark golden in colour, pleasing toffee aromas, and distinctive floral citrus flavours.\t",5.5,35,60,11,38,12,73,42,38,0,32,108,12,69,3.209239,3.605978,3.461957,3.410326,3.472826,184,Bungay NR35 1NQ,United Kingdom
Kennebunkport IPA,IPA - English,Federal Jack's Restaurant & Brew Pub,Federal Jack's Restaurant & Brew Pub Kennebunkport IPA,Notes:,6.2,35,60,8,23,11,43,34,16,1,16,62,2,36,2.719828,3.405172,3.107759,2.676724,2.883621,116,Kennebunk,USA
Hopnotic India Pale Ale,IPA - English,Cricket Hill Brewing Co.,Cricket Hill Brewing Co. Hopnotic India Pale Ale,Notes:,6.5,35,60,23,56,10,96,50,68,4,91,131,10,60,3.120968,3.548387,3.387097,3.282258,3.471774,124,Fairfield,USA
Fuller's India Pale Ale,IPA - English,Fuller Smith & Turner PLC,Fuller Smith & Turner PLC Fuller's India Pale Ale,Notes:,4.9,35,60,10,31,8,57,28,34,0,33,89,6,53,3.826772,3.933071,3.854331,3.956693,4.07874,127,London,United Kingdom
El Guapo Agave IPA,IPA - English,O'Connor Brewing Co.,O'Connor Brewing Co. El Guapo IPA,Notes:70 IBU\t,7.5,35,60,17,23,18,30,29,28,0,31,46,5,24,3.0,3.5,3.333333,3.333333,3.333333,3,Norfolk,USA
Old East India Pale Ale,IPA - English,Sea Dog Brewing Company,Sea Dog Brewing Company Sea Dog Old East India Pale Ale,"Notes:Fashioned after the famous ales from Burton-On-Trent which took on such bold character after surviving the long, rolling voyage from London to Calcutta in the days of the Empire. This is an amber colored masterpiece in the world of beer styles.\t",6.2,35,60,16,39,5,79,56,32,0,36,107,6,69,3.376923,3.684615,3.5,3.473077,3.611538,130,Treasure Island,USA
Duke Of Wellington India Pale Ale,IPA - English,Granite City Food & Brewery,Granite City Food & Brewery Duke Of Wellington India Pale Ale,Notes:The copper color of this India Pale Ale hints at the strong malt character needed to support the huge hoppy flavors and defining bitterness of this classic beer.\t,5.2,35,60,6,27,7,64,30,35,1,37,88,4,51,3.316901,3.507042,3.34507,3.330986,3.352113,71,Bloomington,MN
